step,lr,train_loss,ema_loss,val_loss,grad_norm,tok_per_s,elapsed_s
370,0.0001476,2.908613920211792,2.97411332177937,2.895751118659973,1.6302194595336914,172427.3403695699,1.9003946781158447
380,0.0001516,2.948694944381714,2.938539902451654,2.8768451261520385,1.4770281314849854,172554.04718153717,1.8989992141723633
390,0.00015560000000000001,2.8889570236206055,2.9108084791048934,2.8431378841400146,1.410489797592163,172980.0591539922,1.894322395324707
400,0.0001596,2.734398365020752,2.8696367871031137,2.8174005126953126,1.0928678512573242,173272.48259981303,1.8911254405975342
410,0.0001636,2.8060827255249023,2.842060689049225,2.78389853477478,1.6493786573410034,172986.98267071077,1.8942465782165527
420,0.0001676,2.7831292152404785,2.813152594285131,2.765306787490845,1.2040722370147705,173142.8430160443,1.8925414085388184
430,0.0001716,2.757798671722412,2.794027603811531,2.734434275627136,1.5046489238739014,171490.00982231981,1.9107818603515625
440,0.0001756,2.7163426876068115,2.765063467863884,2.7016222715377807,1.6294468641281128,172528.68226073042,1.8992784023284912
450,0.0001796,2.690505027770996,2.7318970074211504,2.6820251321792603,1.2733346223831177,172740.19065665023,1.8969528675079346
460,0.00018360000000000002,2.6618943214416504,2.7102492861291148,2.6571694564819337,1.1371967792510986,172574.89055398921,1.8987698554992676
470,0.0001876,2.6630990505218506,2.6838193949249285,2.63653489112854,1.3252227306365967,172764.90114526756,1.896681547164917
480,0.0001916,2.575587511062622,2.6643017101664515,2.616960711479187,1.3559892177581787,172142.67594220152,1.9035372734069824
490,0.0001956,2.616854667663574,2.645795816143833,2.5970058917999266,1.2846342325210571,167468.48027898627,1.9566667079925537
500,0.0001996,2.569519519805908,2.6185685532627327,2.574876012802124,1.1758321523666382,171919.25021421272,1.9060111045837402
510,0.00019999998531794428,2.596463680267334,2.5950973458555984,2.5522514057159422,1.0610243082046509,173043.21866866504,1.8936309814453125
520,0.00019999993456516519,2.5099549293518066,2.568331767499289,2.5323108625411987,1.07034432888031,173028.53541257876,1.893791675567627
530,0.00019999984756042318,2.5215635299682617,2.55804408187802,2.514653162956238,1.0349924564361572,172986.4601218114,1.8942523002624512
540,0.0001999997243037534,2.5150132179260254,2.536847366988863,2.4943178701400757,0.9910129904747009,172654.51870741782,1.8978941440582275
550,0.00019999956479520536,2.5177526473999023,2.5213242792540016,2.466283679008484,0.9740577936172485,172991.79462354427,1.8941938877105713
560,0.0001999993690348434,2.441580295562744,2.4902146024413643,2.45565812587738,0.9862015843391418,172887.66803906104,1.8953347206115723
570,0.0001999991370227464,2.4396743774414062,2.4865145701647235,2.433018832206726,0.8702577948570251,173342.7860423689,1.8903584480285645
580,0.00019999886875900772,2.449436664581299,2.4708222268523032,2.4345672702789307,0.8274954557418823,173378.56062909245,1.8899683952331543
590,0.00019999856424373548,2.4088027477264404,2.447359836962982,2.4021345138549806,1.046947717666626,173018.6027533633,1.8939003944396973
600,0.00019999822347705235,2.4643545150756836,2.438208595649301,2.4064627933502196,0.996465265750885,164777.34384428326,1.9886229038238525
610,0.00019999784645909557,2.424492835998535,2.4223806268160986,2.3698027086257936,0.9365970492362976,173120.9899613246,1.8927803039550781
620,0.00019999743319001697,2.324307680130005,2.395532058425463,2.362314281463623,0.9071585536003113,173010.7619857819,1.8939862251281738
630,0.00019999698366998306,2.4578423500061035,2.390982291040707,2.354721632003784,0.8085837960243225,172989.5083682298,1.894218921661377
640,0.00019999649789917488,2.312913656234741,2.373695758709089,2.3351909160614013,0.8720510601997375,173136.73581859,1.8926081657409668
650,0.0001999959758777881,2.3198137283325195,2.361367369206919,2.326281156539917,0.8120869994163513,173113.3361539199,1.8928639888763428
660,0.00019999541760603302,2.3449482917785645,2.345765335074355,2.318196611404419,0.8444605469703674,173152.00462010963,1.8924412727355957
670,0.00019999482308413446,2.312788248062134,2.3396759819633823,2.2982345819473267,0.8022267818450928,173533.08999963762,1.8882853984832764
680,0.00019999419231233196,2.2760138511657715,2.311449553932498,2.2883919620513917,0.7721248269081116,173629.57227221745,1.8872361183166504
690,0.00019999352529087954,2.2784488201141357,2.2967328530139812,2.2806875801086424,0.7947562336921692,173487.90015180307,1.888777256011963
700,0.0001999928220200459,2.284897804260254,2.294766741113611,2.2587367486953736,0.858875572681427,173274.317587868,1.8911054134368896
710,0.0001999920825001143,2.251457452774048,2.2709274790510605,2.245518913269043,0.7586709260940552,171529.94729507543,1.910336971282959
720,0.00019999130673138265,2.277742862701416,2.2585866200204667,2.231594138145447,0.7989514470100403,173211.94978982894,1.8917863368988037
730,0.00019999049471416342,2.158938407897949,2.2378162990504404,2.2318572282791136,0.7396875023841858,173232.996085212,1.8915565013885498
740,0.00019998964644878364,2.1843881607055664,2.234015086608115,2.2168077707290648,0.6997408270835876,173343.13584459134,1.8903546333312988
750,0.00019998876193558508,2.2320525646209717,2.2258919597687163,2.1981155109405517,0.8105695843696594,173469.22213279156,1.8889806270599365
760,0.00019998784117492393,2.200324058532715,2.2162327415430743,2.188489499092102,0.8326040506362915,173579.552961048,1.887779951095581
770,0.00019998688416717115,2.1998848915100098,2.2042088469493177,2.1733681106567384,0.7127460837364197,173180.60815031143,1.8921287059783936
780,0.00019998589091271216,2.112762928009033,2.1871596491630245,2.1710014867782594,0.6968778967857361,173111.87524765995,1.8928799629211426
790,0.0001999848614119471,2.167325019836426,2.1794321258953584,2.1659996938705444,0.7388887405395508,173455.2764578103,1.8891324996948242
800,0.00019998379566529058,2.117708206176758,2.1671238798158208,2.1536212301254274,0.7657328248023987,173161.0144762652,1.8923428058624268
810,0.000199982693673172,2.182596206665039,2.161293262903872,2.1378005027770994,0.737960159778595,173281.00251589692,1.8910324573516846
820,0.00019998155543603512,2.1348798274993896,2.1501734786812925,2.1303922080993654,0.7640982866287231,173261.58269811588,1.8912444114685059
830,0.00019998038095433846,2.1647720336914062,2.139718506284046,2.1237829065322877,0.7247346639633179,173305.10312261758,1.8907694816589355
840,0.00019997917022855513,2.097943067550659,2.1339614069685253,2.1125744485855105,0.6697844862937927,173435.44549802624,1.8893485069274902
850,0.0001999779232591728,2.094057559967041,2.1233880157183043,2.1076484394073485,0.7242634892463684,173107.4490702646,1.8929283618927002
860,0.00019997664004669374,2.0686707496643066,2.1096657941906676,2.0976484203338623,0.7350243330001831,173360.3872182068,1.8901665210723877
870,0.0001999753205916348,2.070539951324463,2.109751350345014,2.078136429786682,0.827346682548523,173271.91463519642,1.8911316394805908
880,0.00019997396489452752,2.0742545127868652,2.0988239439379246,2.063841471672058,0.6662469506263733,173606.63129834092,1.8874855041503906
890,0.00019997257295591793,2.039971351623535,2.0819559159688747,2.0738704586029053,0.7189990282058716,173581.24099913033,1.8877615928649902
900,0.00019997114477636672,2.0370218753814697,2.0736171657067484,2.0589278507232667,0.7065744996070862,172977.68612642697,1.894348382949829
910,0.00019996968035644914,2.0730578899383545,2.0659300484554444,2.0525535011291502,0.6706835031509399,173534.77713414427,1.8882670402526855
920,0.00019996817969675508,2.04044508934021,2.0537392095390365,2.04364750623703,0.7476677894592285,173402.710260588,1.8897051811218262
930,0.000199966642797889,1.9769439697265625,2.05459758481267,2.043264489173889,0.658013641834259,173356.254447144,1.890211582183838
940,0.00019996506966046997,2.095081090927124,2.0485064920711946,2.0375545501708983,0.7308079600334167,173555.70471110597,1.8880393505096436
950,0.00019996346028513162,2.118356466293335,2.0449001353438945,2.0290194845199583,0.901335597038269,173364.6951311194,1.8901195526123047
960,0.00019996181467252222,2.081252098083496,2.041884789947466,2.0138665342330935,0.642641007900238,173406.123251006,1.8896679878234863
970,0.00019996013282330463,2.0647330284118652,2.0319743774274324,2.0125781893730164,0.6437347531318665,173214.46023069558,1.891758918762207
980,0.0001999584147381563,2.1017580032348633,2.0249813009148916,2.0137882947921755,0.6525255441665649,173290.30984326464,1.8909308910369873
990,0.00019995666041776927,1.9775049686431885,2.0119435718335943,2.007304513454437,0.6401456594467163,173194.11683937485,1.8919811248779297
1000,0.0001999548698628502,2.03387451171875,2.008880498146387,1.9900176405906678,0.5962245464324951,173052.21720686508,1.8935325145721436
1010,0.00019995304307412028,2.032163143157959,2.0047522590529647,1.9941540551185608,0.6814936399459839,173012.65677282866,1.893965482711792
1020,0.0001999511800523154,1.9450676441192627,1.990600545995689,1.9886704874038696,0.7073516845703125,173354.30839567716,1.890232801437378
1030,0.00019994928079818594,2.016947031021118,1.9878849620208516,1.9804989290237427,0.6445688605308533,173314.71901591195,1.8906645774841309
1040,0.00019994734531249693,1.9548158645629883,1.982522019872793,1.9683118748664856,0.604648232460022,173366.66328441002,1.8900980949401855
1050,0.00019994537359602796,1.978314757347107,1.9744640673063683,1.9728020668029784,0.6772815585136414,173478.8562476152,1.8888757228851318
1060,0.0001999433656495733,1.9419841766357422,1.968723236031361,1.955174458026886,0.6214470267295837,173653.37500506977,1.8869774341583252
1070,0.00019994132147394168,1.9025154113769531,1.9615268650908935,1.9555978560447693,0.620627760887146,173413.93425386585,1.889582872390747
1080,0.00019993924106995656,1.9530394077301025,1.9615103091109345,1.9510565328598022,0.6396695375442505,173403.43222812616,1.8896973133087158
1090,0.00019993712443845584,1.9442070722579956,1.960544369786787,1.9494473910331727,0.5985234975814819,173302.2185626953,1.890800952911377
1100,0.00019993497158029219,1.922542691230774,1.9506429775383762,1.940471293926239,0.6674858331680298,173378.18881235414,1.889972448348999
1110,0.00019993278249633273,1.9343984127044678,1.9466740001289173,1.9385728716850281,0.6030110120773315,173313.5825365564,1.8906769752502441
1120,0.00019993055718745925,1.903965950012207,1.9389946890434293,1.9362333559989928,0.6496745347976685,173432.40340098686,1.8893816471099854
1130,0.0001999282956545681,1.8622523546218872,1.933329397816303,1.9271951222419739,0.5716547966003418,173593.34322054984,1.8876299858093262
1140,0.00019992599789857017,1.9143526554107666,1.9292470063457627,1.9206355834007263,0.6339811682701111,173049.4935795933,1.8935623168945312
1150,0.0001999236639203911,1.9804129600524902,1.9287781160473951,1.9115850853919982,0.6535146832466125,173623.8254935886,1.887298583984375
1160,0.00019992129372097092,1.8823745250701904,1.9191938596364944,1.912663004398346,0.6205905675888062,173116.60692897442,1.8928282260894775
1170,0.00019991888730126438,1.8696343898773193,1.9133180095208506,1.9049791765213013,0.6169623136520386,173266.51915703886,1.891190528869629
1180,0.0001999164446622408,1.908100962638855,1.9104818267065133,1.8998166704177857,0.6752963662147522,173489.49880920717,1.8887598514556885
1190,0.00019991396580488403,1.8866647481918335,1.9069431718670027,1.9073604464530944,0.6486113667488098,173376.98588677376,1.8899855613708496
1200,0.00019991145073019263,1.8524852991104126,1.9053629697729564,1.8978300619125366,0.5963749289512634,173318.69681103274,1.8906211853027344
1210,0.00019990889943917963,1.8971714973449707,1.8938769778954956,1.888132085800171,0.6018482446670532,173326.9152517749,1.8905315399169922
1220,0.00019990631193287265,1.8960983753204346,1.890298623791947,1.8792692971229554,0.6067517399787903,173299.48706037877,1.8908307552337646
1230,0.000199903688212314,1.9017410278320312,1.8826027923912885,1.8702982211112975,0.589802086353302,173551.716029651,1.88808274269104
1240,0.0001999010282785605,1.9038569927215576,1.8863853502588401,1.8789367294311523,0.62618088722229,173076.40677849136,1.8932678699493408
1250,0.00019989833213268353,1.9122871160507202,1.8806476858578949,1.8650634121894836,0.6075769662857056,173222.5377950408,1.8916707038879395
1260,0.00019989559977576913,1.886829137802124,1.8750492840603874,1.869302978515625,0.5994908213615417,173375.30181900383,1.8900039196014404
1270,0.00019989283120891793,1.812613844871521,1.8645182461338203,1.8711311531066894,0.5940759778022766,173403.7822751572,1.8896934986114502
1280,0.00019989002643324504,1.8240790367126465,1.8656847422553702,1.861717200279236,0.5890516638755798,173354.6801099973,1.8902287483215332
1290,0.00019988718544988024,1.856458306312561,1.8669372551796528,1.8522530937194823,0.6059427261352539,173210.29075580073,1.8918044567108154
1300,0.00019988430825996793,1.8299944400787354,1.8605301299053536,1.859232053756714,0.6024231314659119,173606.67515675118,1.8874850273132324
1310,0.00019988139486466696,1.8760738372802734,1.8637370148922299,1.8610842490196229,0.6117822527885437,173378.27629850205,1.8899714946746826
1320,0.0001998784452651509,1.8445241451263428,1.8576466734803647,1.833495306968689,0.5451269745826721,173476.20675936303,1.8889045715332031
1330,0.00019987545946260782,1.8456001281738281,1.8508904848899734,1.835045874118805,0.5991365909576416,173193.6366882967,1.89198637008667
1340,0.00019987243745824045,1.8019821643829346,1.843454834283668,1.8427416634559632,0.5696898698806763,173611.58743893422,1.8874316215515137
1350,0.00019986937925326603,1.8029431104660034,1.8350166322602222,1.8373423886299134,0.5532771944999695,173486.87089481862,1.8887884616851807
1360,0.00019986628484891633,1.8175954818725586,1.8383633209310968,1.8343252658843994,0.576400637626648,173202.1706792856,1.8918931484222412
1370,0.00019986315424643788,1.8382298946380615,1.838911297001072,1.8253334832191468,0.601772665977478,173623.5842249443,1.8873012065887451
1380,0.00019985998744709166,1.8090410232543945,1.8359764615785943,1.8229386258125304,0.5579070448875427,173564.97581639554,1.8879384994506836
1390,0.0001998567844521532,1.8617050647735596,1.8354564381118847,1.821890799999237,0.5406290888786316,173290.7686810359,1.8909258842468262
1400,0.00019985354526291278,1.8108934164047241,1.831597846207354,1.814561276435852,0.5817475914955139,173076.05805194512,1.8932716846466064
1410,0.00019985026988067502,1.868990182876587,1.8219034834759924,1.8183138537406922,0.5489945411682129,173517.27197057355,1.8884575366973877
1420,0.0001998469583067593,1.7893669605255127,1.820190839760599,1.8082668280601502,0.5382096171379089,173306.39246454436,1.8907554149627686
1430,0.00019984361054249954,1.8494677543640137,1.8235595287836148,1.806036856174469,0.5869634747505188,173256.20970413604,1.8913030624389648
1440,0.00019984022658924418,1.7326271533966064,1.8133500302114531,1.7942097759246827,0.5432729721069336,173322.9807945981,1.8905744552612305
1450,0.0001998368064483563,1.7873015403747559,1.8130305310051056,1.8014486384391786,0.5619684457778931,173283.93006507904,1.891000509262085
1460,0.00019983335012121352,1.8314534425735474,1.8094668002252892,1.7917649102211,0.5275192260742188,173314.12891900164,1.8906710147857666
1470,0.00019982985760920807,1.753750205039978,1.7983429017490156,1.7958850979804992,0.5136857032775879,173529.80346817305,1.8883211612701416
1480,0.0001998263289137467,1.830782175064087,1.7891441552167862,1.7886145162582396,0.592599630355835,173019.77892979703,1.8938875198364258
1490,0.0001998227640362508,1.8420182466506958,1.793562650976433,1.7885097718238832,0.551615834236145,173372.41492179703,1.8900353908538818
1500,0.00019981916297815629,1.837666392326355,1.795249527171255,1.7830628848075867,0.5348541140556335,173039.7328036679,1.8936691284179688
1510,0.00019981552574091364,1.6780579090118408,1.777598210859987,1.7748323369026184,0.5006353855133057,173222.0138220725,1.891676425933838
1520,0.000199811852325988,1.7745301723480225,1.7739497240124764,1.7861688256263732,0.520538866519928,173547.31116042464,1.8881306648254395
1530,0.00019980814273485895,1.7738851308822632,1.7774535987762585,1.7720831990242005,0.5007717609405518,173459.30449154985,1.8890886306762695
1540,0.00019980439696902077,1.739618182182312,1.7819071579261112,1.7762234210968018,0.544335126876831,173405.051207492,1.8896796703338623
1550,0.00019980061502998222,1.8021761178970337,1.78010725352314,1.7692171573638915,0.5291358828544617,173224.022402332,1.8916544914245605
1560,0.00019979679691926668,1.7865430116653442,1.7749928915104611,1.7567210388183594,0.5489339232444763,173387.2440970113,1.889873743057251
1570,0.00019979294263841208,1.7797107696533203,1.7758785710788783,1.7591177010536194,0.5318458080291748,173002.35572999142,1.894078254699707
1580,0.00019978905218897094,1.7641570568084717,1.7732025164204859,1.7740584897994995,0.5457784533500671,173650.30331799184,1.8870108127593994
1590,0.00019978512557251027,1.7637300491333008,1.7748815283249098,1.751010057926178,0.5575109124183655,173481.61530487065,1.888845682144165
1600,0.0001997811627906118,1.7847580909729004,1.7680339597936667,1.7558058834075927,0.5128775238990784,173487.48406772173,1.8887817859649658
1610,0.00019977716384487167,1.747441053390503,1.7613353012421344,1.7607733964920045,0.5443960428237915,173576.3304340578,1.887814998626709
1620,0.0001997731287369007,1.7133777141571045,1.7539214403587773,1.757807056903839,0.548655092716217,173341.99899253025,1.890367031097412
1630,0.00019976905746832418,1.7369043827056885,1.753518885072729,1.747203323841095,0.5280795097351074,173418.70434396723,1.889530897140503
1640,0.00019976495004078205,1.728818416595459,1.7521148831205078,1.744257390499115,0.5586853623390198,173288.3652720613,1.8909521102905273
1650,0.00019976080645592884,1.773019552230835,1.754868809895395,1.748889253139496,0.5082601308822632,173173.0145299364,1.892211675643921
1660,0.00019975662671543347,1.7498431205749512,1.748400435069379,1.7476321697235107,0.5018469095230103,173349.01710585912,1.8902904987335205
1670,0.0001997524108209796,1.7825376987457275,1.7529615380277521,1.7402981328964233,0.5321013927459717,173367.23187034696,1.890091896057129
1680,0.00019974815877426538,1.719892978668213,1.7431386739306576,1.733416817188263,0.4919324219226837,173616.0175032149,1.8873834609985352
1690,0.00019974387057700355,1.713964819908142,1.7380024707494268,1.737071077823639,0.48819732666015625,173241.99253505864,1.89145827293396
1700,0.00019973954623092138,1.8060446977615356,1.7464794577442049,1.7361363029479981,0.540469765663147,173264.7280199589,1.8912100791931152
1710,0.00019973518573776071,1.7428221702575684,1.7392089543531135,1.73322482585907,0.5399386286735535,173456.54614390692,1.8891186714172363
1720,0.00019973078909927796,1.7427358627319336,1.741020371955018,1.7337829685211181,0.5126760005950928,173239.11007561244,1.8914897441864014
1730,0.00019972635631724413,1.718917965888977,1.7361400977623056,1.7337304663658142,0.48320624232292175,173151.87373322516,1.8924427032470703
1740,0.00019972188739344468,1.7468194961547852,1.733902383205251,1.7373874115943908,0.5215426683425903,173470.49202306074,1.8889667987823486
1750,0.00019971738232967966,1.7273156642913818,1.7247865932980462,1.723427002429962,0.4839039444923401,172931.39246061703,1.8948554992675781
1760,0.00019971284112776385,1.6957817077636719,1.7194338537193607,1.7179124665260315,0.5277238488197327,173386.2597811209,1.8898844718933105
1770,0.00019970826378952632,1.6798430681228638,1.7135033335507017,1.7176083374023436,0.5298708081245422,172816.45112478666,1.896115779876709
1780,0.00019970365031681087,1.7498894929885864,1.7170100276368168,1.7120260381698609,0.49790969491004944,171498.07714801916,1.9106919765472412
1790,0.0001996990007114758,1.6990573406219482,1.7115219630293794,1.7154151320457458,0.4995597302913666,172151.79669399397,1.9034364223480225
1800,0.00019969431497539398,1.7421956062316895,1.7171902961359042,1.7164618182182312,0.4985010623931885,173315.54952948203,1.890655517578125
1810,0.0001996895931104528,1.7355680465698242,1.7161913463499376,1.6997619795799255,0.5569257736206055,173180.45539851088,1.8921303749084473
1820,0.00019968483511855425,1.6924035549163818,1.7129044980921777,1.7106964921951293,0.5007443428039551,173032.19510082502,1.893751621246338
1830,0.00019968004100161482,1.6806824207305908,1.707877113169042,1.7091126155853271,0.5242661833763123,173465.19363843364,1.8890244960784912
1840,0.00019967521076156563,1.675325870513916,1.7048492975421272,1.7115351819992066,0.4981671869754791,172444.04211209927,1.9002106189727783
1850,0.00019967034440035228,1.6702888011932373,1.7039893239646897,1.6935624837875367,0.5052298307418823,173373.11476683698,1.8900277614593506
1860,0.0001996654419199349,1.6742331981658936,1.704480780289354,1.6997396016120911,0.49362093210220337,173427.45748540637,1.8894355297088623
1870,0.00019966050332228822,1.6581261157989502,1.703412954772304,1.7022338676452637,0.509371280670166,173485.99494104725,1.8887979984283447
1880,0.00019965552860940156,1.7111568450927734,1.6985149020358208,1.7010049653053283,0.5757884383201599,173519.48456846547,1.8884334564208984
1890,0.00019965051778327868,1.664311408996582,1.697602820083804,1.7028329730033875,0.48881784081459045,173607.42075311634,1.887476921081543
1900,0.00019964547084593795,1.7029988765716553,1.6955765885111778,1.7005540132522583,0.5285258889198303,173324.33597634782,1.8905596733093262
1910,0.0001996403877994123,1.6974811553955078,1.6989879062723154,1.6928731489181519,0.4833199977874756,173169.61070938216,1.8922488689422607
1920,0.00019963526864574916,1.683622121810913,1.6959883043085402,1.6896423888206482,0.5016242265701294,173566.55397551763,1.8879213333129883
1930,0.0001996301133870105,1.6489568948745728,1.6875248589941187,1.6843543863296508,0.5043013691902161,173532.12593750548,1.8882958889007568
1940,0.00019962492202527294,1.6900224685668945,1.6830024908905539,1.6857150745391847,0.49116507172584534,173001.54999189993,1.8940870761871338
1950,0.0001996196945626275,1.6608390808105469,1.67791753157333,1.6869987964630127,0.4904880225658417,173347.33358138267,1.8903088569641113
1960,0.0001996144310011798,1.6882917881011963,1.6771951700901824,1.6818294191360474,0.4790595769882202,173340.8621553809,1.8903794288635254
1970,0.00019960913134305,1.717980146408081,1.6824445942236934,1.6761461305618286,0.4791773557662964,173477.3891656083,1.8888916969299316
1980,0.0001996037955903728,1.690050721168518,1.6712907074342596,1.671319570541382,0.48320990800857544,173332.6642520476,1.8904688358306885
1990,0.00019959842374529747,1.7091541290283203,1.6731586729254204,1.6806278872489928,0.49889057874679565,173349.49811885858,1.8902852535247803
2000,0.00019959301580998773,1.6923835277557373,1.6707960208101391,1.6643762826919555,0.47135597467422485,173538.15150157604,1.888230323791504
2010,0.000199587571786622,1.669520616531372,1.6691542277536902,1.6745464062690736,0.49625858664512634,173249.30829838236,1.891378402709961
2020,0.00019958209167739301,1.6633418798446655,1.6735367707617903,1.6719809460639954,0.4772126078605652,173523.82230035454,1.8883862495422363
2030,0.00019957657548450825,1.6493072509765625,1.6742427399029862,1.6778383350372315,0.48527511954307556,173444.11277688612,1.889254093170166
2040,0.00019957102321018958,1.6411049365997314,1.667836104302511,1.664429681301117,0.4889557361602783,173585.3845045321,1.88771653175354
2050,0.00019956543485667347,1.6488966941833496,1.6673946755742883,1.6651690578460694,0.4831441640853882,173536.63959344843,1.888246774673462
2060,0.0001995598104262109,1.636191964149475,1.6574606428251537,1.661662449836731,0.4993203580379486,173262.84955012333,1.891230583190918
2070,0.0001995541499210674,1.654660940170288,1.6644582340398635,1.6713876628875732,0.48171156644821167,173566.09367614245,1.8879263401031494
2080,0.00019954845334352303,1.630561113357544,1.6592813630542405,1.660181176662445,0.4584369659423828,173137.19384345453,1.8926031589508057
2090,0.0001995427206958724,1.6813602447509766,1.672306419762453,1.664077181816101,0.46522513031959534,173405.64192370698,1.8896732330322266
2100,0.00019953695198042453,1.6728246212005615,1.6675782069024627,1.6683034658432008,0.48239219188690186,173404.2854702403,1.8896880149841309
2110,0.00019953114719950313,1.6283745765686035,1.6572742322870473,1.6620578742027283,0.4622209370136261,173139.5712495421,1.8925771713256836
2120,0.00019952530635544634,1.666167974472046,1.6599926635470559,1.6528853821754455,0.5182126760482788,172874.5767685189,1.8954782485961914
2130,0.00019951942945060686,1.6532442569732666,1.6598093017391744,1.6455444073677064,0.4906547963619232,173367.34121422394,1.8900907039642334
2140,0.0001995135164873519,1.603503704071045,1.6561739972861553,1.6483746838569642,0.465917706489563,173560.39493372542,1.8879883289337158
2150,0.0001995075674680632,1.6297225952148438,1.6545839452787627,1.6489706301689149,0.45991086959838867,173424.6782672643,1.8894658088684082
2160,0.00019950158239513704,1.658846139907837,1.6495026201948662,1.6507410550117492,0.4732149839401245,173452.69336071445,1.8891606330871582
2170,0.0001994955612709842,1.668884515762329,1.645380696968596,1.6481979870796204,0.48626604676246643,173399.9755895789,1.8897349834442139
2180,0.00019948950409802996,1.600639820098877,1.6429654104876523,1.6478348445892335,0.503095269203186,172735.43611002466,1.8970050811767578
